Year,Film,Nominated AA,Nominated WGA BAS,Nominated WGA BOS,Nominated Baftas BD,Nominated CC BD,Nominated GG BActress Supp,Nominated GG BActor Supp,Nominated GG BActress Comedy/Musical,Nominated GG BActress Drama,Nominated GG BActor Comedy/Musical,Nominated GG BActor Drama,Nominated SAG BActor Supp,Nominated SAG BActress Supp,Nominated SAG BA,Nominated SAG BActress,Nominated GG SP,Nominated GG BD,Nominated GG BP Comedy/Musical,Nominated GG BP Drama,Nominated Baftas BP,Nominated CC BP,Nominated DGA,Nominated SAG Best Ensemble,Nominated PGA BP,IMDb Rating,Runtime (mins),Genres,Num. Votes(IMDb),Release Date (month/day/year)
2015 (88th Annual Awards),Adult Beginners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,92,"comedy, drama",4883,08/09/2014
2015 (88th Annual Awards),The Age of Adaline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,112,"drama, fantasy, romance",82080,08/04/2015
2015(88th Annual Awards),Aloft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,112,drama,1821,12/02/2014
2015(88th Annual Awards),Aloha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,105,"comedy, drama, romance",35541,27/05/2015
2015(88th Annual Awards),Alvin and the Chipmunks: The Road Chip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,92,"animation, adventure, comedy, family, fantasy, music",5274,06/12/2015
2015(88th Annual Awards),American Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,96,"action, comedy, sci_fi, thriller",45149,18/08/2015
2015(88th Annual Awards),Ant-Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,117,"action, adventure, sci_fi",255537,29/06/2015
2015(88th Annual Awards),Ardor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,101,"drama, western",319,19/05/2014
2015(88th Annual Awards),Avengers: Age of Ultron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,141,"action, adventure, sci_fi",406669,13/04/2015
2015(88th Annual Awards),Beasts of No Nation,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.8,137,"drama, war",35304,03/09/2015
2015(88th Annual Awards),Before We Go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,95,"comedy, drama, romance",19213,12/09/2014
2015(88th Annual Awards),Beyond the Reach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,91,thriller,5569,06/09/2014
2015(88th Annual Awards),The Big Short,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,7.8,130,"biography, comedy, drama",122080,12/11/2015
2015(88th Annual Awards),Black Mass,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,123,"biography, crime, drama",93274,04/09/2015
2015(88th Annual Awards),Blackhat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,133,"action, crime, drama, mystery, thriller",35967,08/01/2015
2015(88th Annual Awards),Bone Tomahawk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,132,"adventure, drama, horror, thriller, western",27247,01/10/2015
2015(88th Annual Awards),A Borrowed Identity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,104,drama,916,10/07/2014
2015(88th Annual Awards),The Boy Next Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,91,"mystery, thriller",24954,21/01/2015
2015(88th Annual Awards),Bridge of Spies,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,7.6,142,"drama, history, thriller",138803,04/10/2015
2015(88th Annual Awards),Brooklyn,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7.5,111,"drama, romance",50794,26/01/2015
2015(88th Annual Awards),Burnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,101,"comedy, drama",46943,18/10/2015
2015(88th Annual Awards),By the Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,122,"drama, romance",5223,05/11/2015
2015(88th Annual Awards),Captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,97,"crime, drama, thriller",2849,17/09/2015
2015(88th Annual Awards),Carol,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,7.4,118,"drama, romance",45254,17/05/2015
2015(88th Annual Awards),Chappie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,120,"action, crime, sci_fi, thriller",161524,04/03/2015
2015(88th Annual Awards),Child 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,137,"crime, thriller",36386,15/04/2015
2015(88th Annual Awards),A Christmas Star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,82,family,261,13/11/2015
2015(88th Annual Awards),Cinderella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,"drama, family, fantasy, romance",95442,13/02/2015
2015(88th Annual Awards),Clouds of Sils Maria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,124,drama,15898,23/05/2014
2015(88th Annual Awards),Coming Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,109,drama,2234,16/05/2014
2015(88th Annual Awards),Concussion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,123,"biography, drama, sport",24737,10/11/2015
2015(88th Annual Awards),Cop Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,88,"crime, thriller",17513,24/01/2015
2015(88th Annual Awards),Creed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,133,"drama, sport",112623,25/11/2015
2015(88th Annual Awards),Criminal Activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,94,"crime, drama, thriller",3854,20/11/2015
2015(88th Annual Awards),Crimson Peak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,119,"drama, fantasy, horror, mystery, romance, thriller",67811,25/09/2015
2015(88th Annual Awards),The D Train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,101,"comedy, drama",6396,23/01/2015
2015(88th Annual Awards),Daddy’s Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,96,comedy,26859,09/12/2015
2015(88th Annual Awards),The Danish Girl,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,119,"biography, drama, romance",59340,05/09/2015
2015(88th Annual Awards),Danny Collins,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,106,"comedy, drama, music",18592,19/03/2015
2015(88th Annual Awards),Delka: Stand-Up Tall or Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"drama, mystery, romance, thriller",0,30/10/2015
2015(88th Annual Awards),The Diary of a Teenage Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,102,"drama, romance",11757,24/01/2015
2015(88th Annual Awards),The Divergent Series: Insurgent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,119,"adventure, sci_fi, thriller",138386,11/03/2015
2015(88th Annual Awards),Dixieland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,92,"crime, drama",450,19/04/2015
2015(88th Annual Awards),Dope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,103,"comedy, crime, drama",45979,24/01/2015
2015(88th Annual Awards),The Duke of Burgundy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,104,drama,6384,06/09/2014
2015(88th Annual Awards),Dukhtar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,93,"drama, thriller",836,05/09/2014
2015(88th Annual Awards),Eden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,131,"drama, music",2350,05/09/2014
2015(88th Annual Awards),Effie Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,104,drama,1797,05/10/2014
2015(88th Annual Awards),The End of the Tour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,106,drama,13920,23/01/2015
2015(88th Annual Awards),Entourage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,104,comedy,53824,27/05/2015
2015(88th Annual Awards),Escobar: Paradise Lost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,120,"crime, drama, romance, thriller",12385,06/09/2014
2015(88th Annual Awards),Everest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,121,"adventure, biography, drama, history, thriller",114880,02/09/2015
2015(88th Annual Awards),Every Thing Will Be Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,118,drama,2989,10/02/2015
2015(88th Annual Awards),Ex Machina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7,108,"drama, mystery, sci_fi, thriller",255795,21/01/2015
2015(88th Annual Awards),Experimenter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,98,"biography, drama, history",7066,25/01/2015
2015(88th Annual Awards),Fantastic Four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,100,"action, adventure, sci_fi",95351,05/08/2015
2015(88th Annual Awards),Far from the Madding Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,119,"drama, romance",25597,17/04/2015
2015(88th Annual Awards),Felt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,80,"horror, romance, thriller",509,20/09/2014
2015(88th Annual Awards),Fifty Shades of Grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,125,"drama, romance",211666,09/02/2015
2015(88th Annual Awards),5 Flights Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,92,drama,4170,05/09/2014
2015(88th Annual Awards),Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105,"comedy, crime, drama, romance",136971,11/02/2015
2015(88th Annual Awards),45 Years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,95,"drama, romance",14094,06/02/2015
2015(88th Annual Awards),Freaks of Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,92,"comedy, horror",3382,30/10/2015
2015(88th Annual Awards),Freeheld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,103,"biography, drama, romance",3680,13/09/2015
2015(88th Annual Awards),Furious Seven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,137,"action, crime, thriller",262443,16/03/2015
2015(88th Annual Awards),Futuro Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,106,drama,1551,11/02/2014
2015(88th Annual Awards),The Gallows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,81,"horror, thriller",11599,09/07/2015
2015(88th Annual Awards),Gemma Bovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,99,"comedy, drama, romance",3289,24/08/2014
2015(88th Annual Awards),Get Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,100,"comedy, crime",76299,16/03/2015
2015(88th Annual Awards),The Gift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,108,"mystery, thriller",66502,30/07/2015
2015(88th Annual Awards),Girlhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,113,drama,3994,15/05/2014
2015(88th Annual Awards),The Good Dinosaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,93,"animation, adventure, comedy, family, fantasy",43953,10/11/2015
2015(88th Annual Awards),Good Kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,102,"drama, thriller",13740,05/09/2014
2015(88th Annual Awards),Goosebumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103,"adventure, comedy, family, fantasy, horror",36561,03/10/2015
2015(88th Annual Awards),Grandma,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,79,"comedy, drama",6091,30/01/2015
2015(88th Annual Awards),Guidance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,81,comedy,518,05/09/2014
2015(88th Annual Awards),Hamlet’s Ghost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,82,"adventure, drama, family, sci_fi",95,11/12/2015
2015(88th Annual Awards),The Hateful Eight,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,187,"crime, drama, mystery, thriller, western",197432,07/12/2015
2015(88th Annual Awards),Heaven Knows What,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,94,drama,1644,29/08/2014
2015(88th Annual Awards),Hitman: Agent 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,96,"action, crime, thriller",54860,13/08/2015
2015(88th Annual Awards),Hot Pursuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,87,"action, comedy, crime",30694,07/05/2015
2015(88th Annual Awards),Hot Tub Time Machine 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,93,"comedy, sci_fi",26097,20/02/2015
2015(88th Annual Awards),Hotel Transylvania 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,89,"animation, comedy, family, fantasy",44170,21/09/2015
2015(88th Annual Awards),The Hunger Games: Mockingjay - Part 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,137,"adventure, sci_fi",116434,04/11/2015
2015(88th Annual Awards),I Smile Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,85,drama,2464,25/01/2015
2015(88th Annual Awards),In the Heart of the Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,"action, adventure, biography, drama, history, thriller",47956,02/12/2015
2015(88th Annual Awards),Infinitely Polar Bear,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90,"comedy, drama, romance",6901,18/01/2014
2015(88th Annual Awards),Inside Out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,95,"animation, adventure, comedy, drama, family, fantasy",291415,18/05/2015
2015(88th Annual Awards),The Intern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,121,comedy,103393,15/09/2015
2015(88th Annual Awards),Irrational Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,95,"drama, mystery",23995,15/05/2015
2015(88th Annual Awards),It Follows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,100,"fantasy, horror, mystery, thriller",98713,17/05/2014
2015(88th Annual Awards),Jalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,29/01/2016
2015(88th Annual Awards),James White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,85,drama,762,23/01/2015
2015(88th Annual Awards),Jenny’s Wedding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,94,"comedy, drama",4400,10/07/2015
2015(88th Annual Awards),Jimmy’s Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,109,drama,3627,22/05/2014
2015(88th Annual Awards),Joy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.6,124,"biography, comedy, drama",49872,13/12/2015
2015(88th Annual Awards),Jupiter Ascending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,127,"action, adventure, sci_fi",131107,27/01/2015
2015(88th Annual Awards),Jurassic World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,124,"action, adventure, sci_fi, thriller",382223,29/05/2015
2015(88th Annual Awards),Just Before I Go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,95,"comedy, drama",12866,24/04/2014
2015(88th Annual Awards),Kingsman: The Secret Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,129,"action, adventure, comedy, crime, thriller",369402,13/12/2014
2015(88th Annual Awards),Krampus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,98,"comedy, fantasy, horror",18024,30/11/2015
2015(88th Annual Awards),"Kumiko, the Treasure Hunter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,105,drama,7740,20/01/2014
2015(88th Annual Awards),Labyrinth of Lies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,124,"drama, history",4527,06/09/2014
2015(88th Annual Awards),The Lady in the Van,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,104,"biography, comedy, drama",5306,12/09/2015
2015(88th Annual Awards),The Last Five Years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,94,"comedy, drama, musical, romance",5550,07/09/2014
2015(88th Annual Awards),The Last Witch Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,106,"action, adventure, fantasy",46425,13/10/2015
2015(88th Annual Awards),The Laws of the Universe - Part 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,,"animation, action, sci_fi, thriller",13,26/09/2015
2015(88th Annual Awards),Learning to Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,90,"comedy, drama, romance",3097,09/09/2014
2015(88th Annual Awards),Legend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,"biography, crime, drama, history, thriller",67445,03/09/2015
2015(88th Annual Awards),The Letters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,114,drama,254,NA
2015(88th Annual Awards),Lila and Eve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,94,"action, crime, drama, thriller",4796,30/01/2015
2015(88th Annual Awards),Little Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,105,drama,2467,22/01/2014
2015(88th Annual Awards),The Longest Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,128,"drama, romance",43593,03/04/2015
2015(88th Annual Awards),Lost Birds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,90,"drama, family, history",50,13/11/2015
2015(88th Annual Awards),Lost River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,95,"drama, fantasy, mystery, thriller",10090,20/05/2014
2015(88th Annual Awards),Love & Mercy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,121,"biography, drama, music",19539,07/09/2014
2015(88th Annual Awards),Love at First Fight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,98,"comedy, romance",3084,17/05/2014
2015(88th Annual Awards),Macbeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,113,"drama, war",26190,23/05/2015
2015(88th Annual Awards),Mad Max: Fury Road,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,8.1,120,"action, adventure, sci_fi, thriller",487686,07/05/2015
2015(88th Annual Awards),Maggie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,95,"drama, horror",26827,22/04/2015
2015(88th Annual Awards),Magic Mike XXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,115,"comedy, drama, music",34045,01/07/2015
2015(88th Annual Awards),The Man from U.N.C.L.E.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,116,"action, adventure, comedy",150261,02/08/2015
2015(88th Annual Awards),Manglehorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,97,drama,4220,30/08/2014
2015(88th Annual Awards),The Martian,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,8.1,144,"adventure, drama, sci_fi",389422,11/09/2015
2015(88th Annual Awards),Match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,92,"comedy, drama",1207,18/04/2014
2015(88th Annual Awards),Max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,111,"adventure, family",16190,25/06/2015
2015(88th Annual Awards),Maze Runner: The Scorch Trials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,132,"action, sci_fi, thriller",119520,01/09/2015
2015(88th Annual Awards),"McFarland, USA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,129,"biography, drama, sport",20907,09/02/2015
2015(88th Annual Awards),Me and Earl and the Dying Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,105,"comedy, drama",63943,25/01/2015
2015(88th Annual Awards),Meadowland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,105,drama,1640,17/04/2015
2015(88th Annual Awards),Mediterranea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107,drama,445,19/05/2015
2015(88th Annual Awards),Minions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,91,"animation, comedy, family",126569,11/06/2015
2015(88th Annual Awards),Miss You Already,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,112,"comedy, drama, romance",5019,12/09/2015
2015(88th Annual Awards),Mission: Impossible - Rogue Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,131,"action, adventure, thriller",210142,23/07/2015
2015(88th Annual Awards),Mississippi Grind,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,108,drama,7779,24/01/2015
2015(88th Annual Awards),Mr. Holmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,104,"drama, mystery",35361,08/02/2015
2015(88th Annual Awards),Mistress America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,84,comedy,11772,24/01/2015
2015(88th Annual Awards),Moomins on the Riviera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,80,"animation, comedy, family",590,10/10/2014
2015(88th Annual Awards),Mortdecai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,107,"action, comedy, mystery, romance",43565,21/01/2015
2015(88th Annual Awards),Mustang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,97,drama,10384,19/05/2015
2015(88th Annual Awards),My All American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,118,"biography, drama, sport",1340,10/11/2015
2015(88th Annual Awards),Nachom-Ia Kumpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,156,"drama, musical, romance",18,03/05/2015
2015(88th Annual Awards),The Night Before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,101,comedy,22177,20/11/2015
2015(88th Annual Awards),99 Homes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,112,drama,10517,29/08/2014
2015(88th Annual Awards),No Escape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,103,"action, thriller",40911,26/08/2015
2015(88th Annual Awards),Our Brand Is Crisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107,"comedy, drama",7509,11/09/2015
