Year,Film,Nominated AA,Nominated WGA BAS,Nominated WGA BOS,Nominated Baftas BD,Nominated CC BD,Nominated GG BActress Supp,Nominated GG BActor Supp,Nominated GG BActress Comedy/Musical,Nominated GG BActress Drama,Nominated GG BActor Comedy/Musical,Nominated GG BActor Drama,Nominated SAG BActor Supp,Nominated SAG BActress Supp,Nominated SAG BA,Nominated SAG BActress,Nominated GG SP,Nominated GG BD,Nominated GG BP Comedy/Musical,Nominated GG BP Drama,Nominated Baftas BP,Nominated CC BP,Nominated DGA,Nominated SAG Best Ensemble,Nominated PGA BP,IMDb Rating,Runtime (mins),Genres,Num. Votes(IMDb),Release Date (month/day/year)
2010(83th Annual Awards),Red Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,95,"thriller, western",7064,14/02/2010
2010(83th Annual Awards),Remember Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,113,"drama, romance",111143,01/03/2010
2010(83th Annual Awards),Repo Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,111,"action, crime, sci_fi, thriller",86165,19/03/2010
2010(83th Annual Awards),Resident Evil: Afterlife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,97,"action, adventure, horror, sci_fi",128077,02/09/2010
2010(83th Annual Awards),Robin Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,140,"action, adventure, drama, history",207029,12/05/2010
2010(83th Annual Awards),The Runaways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106,"biography, drama, music",38365,24/01/2010
2010(83th Annual Awards),Salt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,100,"action, crime, mystery, thriller",240070,19/07/2010
2010(83th Annual Awards),Saw 3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,90,"horror, mystery",65749,21/10/2010
2010(83th Annual Awards),Scott Pilgrim vs the World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,112,"action, comedy, fantasy, romance",264143,27/07/2010
2010(83th Annual Awards),Secretariat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,123,"drama, family, history, sport",20235,30/09/2010
2010(83th Annual Awards),Sex and the City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,146,"comedy, drama, romance",58065,27/05/2010
2010(83th Annual Awards),She’s out of My League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,104,"comedy, romance",99674,11/03/2010
2010(83th Annual Awards),Shrek Forever After,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,93,"animation, adventure, comedy, family, fantasy",133661,21/04/2010
2010(83th Annual Awards),Shutter Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,138,"mystery, thriller",750223,13/02/2010
2010(83th Annual Awards),Six Days in Paradise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,,"action, comedy",31,2010
2010(83th Annual Awards),Skyline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,97,"action, sci_fi, thriller",75079,11/11/2010
2010(83th Annual Awards),The Social Network,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,7.7,120,"biography, drama",462762,24/09/2010
2010(83th Annual Awards),Solitary Man,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,90,"comedy, drama, romance",13128,NA
2010(83th Annual Awards),Somewhere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,97,"comedy, drama",35062,03/09/2010
2010(83th Annual Awards),The Sorcerer’s Apprentice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,109,"action, adventure, family, fantasy",121299,08/07/2010
2010(83th Annual Awards),Splice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,104,"horror, sci_fi",78041,06/10/2009
2010(83th Annual Awards),The Spy Next Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,94,"action, comedy, family",28983,15/01/2010
2010(83th Annual Awards),Step Up 3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,107,"drama, music, romance",45951,04/08/2010
2010(83th Annual Awards),Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,105,"drama, thriller",34438,10/09/2010
2010(83th Annual Awards),Summer Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,114,"animation, comedy, romance, sci_fi",15413,01/08/2009
2010(83th Annual Awards),The Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,101,"comedy, drama, romance",75874,19/08/2010
2010(83th Annual Awards),Takers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,107,"action, crime, thriller",45942,04/08/2010
2010(83th Annual Awards),Tamara Drewe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,107,"comedy, drama, romance",16778,18/05/2010
2010(83th Annual Awards),Tangled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,100,"animation, adventure, comedy, family, fantasy, musical, romance",280793,24/11/2010
2010(83th Annual Awards),The Taqwacores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,83,"drama, music",469,24/01/2010
2010(83th Annual Awards),The Tempest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,110,"comedy, drama, fantasy, romance",5994,11/09/2010
2010(83th Annual Awards),Tooth Fairy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,101,"comedy, family, fantasy",29206,14/01/2010
2010(83th Annual Awards),The Tourist,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,103,"action, romance, thriller",171457,08/12/2010
2010(83th Annual Awards),The Town,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.6,125,"crime, drama, thriller",272856,08/09/2010
2010(83th Annual Awards),Toy Story 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.4,103,"animation, adventure, comedy, family, fantasy",520628,12/06/2010
2010(83th Annual Awards),Trash Humpers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,drama,2882,12/09/2009
2010(83th Annual Awards),Tron: Legacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,125,"action, adventure, sci_fi",258408,30/11/2010
2010(83th Annual Awards),True Grit,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,7.7,110,"adventure, drama, western",234355,14/12/2010
2010(83th Annual Awards),The Twilight Saga: Eclipse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,124,"adventure, drama, fantasy, romance",180184,30/06/2010
2010(83th Annual Awards),Unstoppable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,98,"action, thriller",145841,26/10/2010
2010(83th Annual Awards),Wall Street: Money Never Sleeps,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,133,drama,82292,14/05/2010
2010(83th Annual Awards),The Warrior’s Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,100,"action, fantasy, western",21858,01/12/2010
2010(83th Annual Awards),The Way Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,133,"adventure, drama, history",85003,03/09/2010
2010(83th Annual Awards),Welcome to the Rileys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,110,drama,19461,23/01/2010
2010(83th Annual Awards),When in Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,91,"comedy, romance",49599,29/01/2010
2010(83th Annual Awards),Wild Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,104,"drama, romance",3126,20/05/2009
2010(83th Annual Awards),Winter’s Bone,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7.2,100,drama,109459,21/01/2010
2010(83th Annual Awards),The Wolfman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,103,"drama, fantasy, horror, thriller",88238,27/01/2010
2010(83th Annual Awards),"A Woman, a Gun and a Noodle Shop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,95,"comedy, drama",2367,11/12/2009
2010(83th Annual Awards),Yogi Bear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,80,"animation, adventure, comedy, family",15972,11/12/2010
2010(83th Annual Awards),You Again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,105,"comedy, romance",40227,23/09/2010
2010(83th Annual Awards),You Will Meet a Tall Dark Stranger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,98,"comedy, drama, romance",35133,15/05/2010
2010(83th Annual Awards),Youth in Revolt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,90,"comedy, drama, romance",63191,11/09/2009
2009(82th Annual Awards),Adam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,99,"drama, romance",28395,20/01/2009
2009(82th Annual Awards),Adventureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,107,"comedy, drama, romance",127242,19/01/2009
2009(82th Annual Awards),Adventures of Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,89,"comedy, music",1697,20/01/2008
2009(82th Annual Awards),Aliens in the Attic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,86,"adventure, comedy, family, fantasy, sci_fi",16090,30/07/2009
2009(82th Annual Awards),All About Steve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,99,"comedy, romance",32281,04/09/2009
2009(82th Annual Awards),Amelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,111,"adventure, biography, drama, romance",9765,23/10/2009
2009(82th Annual Awards),American Violet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,103,drama,1993,29/08/2008
2009(82th Annual Awards),Amreeka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,96,drama,2990,17/01/2009
2009(82th Annual Awards),Angels & Demons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,138,"mystery, thriller",201000,04/05/2009
2009(82th Annual Awards),Antichrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,108,"drama, horror",85174,18/05/2009
2009(82th Annual Awards),Astro Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,94,"animation, action, family, sci_fi",24780,05/10/2009
2009(82th Annual Awards),Avatar,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,7.9,162,"action, adventure, fantasy, sci_fi",860016,10/12/2009
2009(82th Annual Awards),Away We Go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,98,"comedy, drama, romance",45378,05/06/2009
2009(82th Annual Awards),A Beautiful Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,81,drama,271,14/08/2008
2009(82th Annual Awards),Black Dynamite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,84,"action, comedy",34828,18/01/2009
2009(82th Annual Awards),The Blind Side,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,129,"biography, drama, sport",214778,17/11/2009
2009(82th Annual Awards),Blood the Last Vampire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,91,"action, horror, thriller",13009,02/04/2009
2009(82th Annual Awards),The Blue Tooth Virgin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,80,"comedy, drama",109,12/06/2008
2009(82th Annual Awards),The Box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,115,"drama, fantasy, mystery, thriller",75059,17/09/2009
2009(82th Annual Awards),The Boys Are Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,104,drama,8601,15/09/2009
2009(82th Annual Awards),Bride Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,89,"comedy, romance",76342,05/01/2009
2009(82th Annual Awards),Bright Star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,119,"biography, drama, romance",20898,15/05/2009
2009(82th Annual Awards),Broken Embraces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,127,"drama, romance, thriller",30573,17/03/2009
2009(82th Annual Awards),Bronson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,92,"action, biography, crime, drama",79881,NA
2009(82th Annual Awards),Brothers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,105,"drama, thriller",85847,22/11/2009
2009(82th Annual Awards),Bruno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,81,comedy,116504,25/06/2009
2009(82th Annual Awards),The Burning Plain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,107,"crime, drama, romance",14913,29/08/2008
2009(82th Annual Awards),Chandni Chowk to China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,154,"action, adventure, comedy, drama, fantasy, musical",5721,15/01/2009
2009(82th Annual Awards),Cheri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100,"comedy, drama, romance",8752,10/02/2009
2009(82th Annual Awards),Cherry Blossoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,127,"drama, romance",4641,11/02/2008
2009(82th Annual Awards),Cirque du Freak: The Vampire’s Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109,"action, adventure, fantasy, thriller",35418,22/10/2009
2009(82th Annual Awards),Cloudy with a Chance of Meatballs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90,"animation, comedy, family, sci_fi",146282,16/09/2009
2009(82th Annual Awards),Coco Before Chanel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,105,"biography, drama",31164,22/04/2009
2009(82th Annual Awards),Cold Souls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,101,"comedy, drama",8355,17/01/2009
2009(82th Annual Awards),Confessions of a Shopaholic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,104,"comedy, family, romance",61640,05/02/2009
2009(82th Annual Awards),Coraline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,100,"animation, fantasy",138514,05/02/2009
2009(82th Annual Awards),Couples Retreat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,113,comedy,81858,08/10/2009
2009(82th Annual Awards),Crank High Voltage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,96,"action, crime, sci_fi, thriller",108720,16/04/2009
2009(82th Annual Awards),Crazy Heart,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,112,"drama, music, romance",65719,06/12/2009
2009(82th Annual Awards),Creation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,108,"biography, drama",11384,10/09/2009
2009(82th Annual Awards),Crossing Over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,113,drama,19268,26/02/2009
2009(82th Annual Awards),The Damned United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,98,"biography, drama, sport",31368,27/03/2009
2009(82th Annual Awards),Dance Flick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,83,"action, comedy, music",10031,22/05/2009
2009(82th Annual Awards),Daytime Drinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,116,"comedy, drama",453,03/05/2008
2009(82th Annual Awards),Did You Hear About the Morgans?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,103,"comedy, drama, romance",28938,18/12/2009
2009(82th Annual Awards),Disgrace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,119,drama,4493,06/09/2008
2009(82th Annual Awards),Disney’s A Christmas Carol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,96,"animation, drama, family, fantasy",70894,03/11/2009
2009(82th Annual Awards),District 9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,112,"action, sci_fi",518483,13/08/2009
2009(82th Annual Awards),The Dolphin—Story of a Dreamer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,86,"animation, adventure, family",443,06/10/2009
2009(82th Annual Awards),Drag Me to Hell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,99,"horror, thriller",154353,15/03/2009
2009(82th Annual Awards),Dragonball Evolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,85,"action, adventure, fantasy, sci_fi, thriller",54575,10/03/2009
2009(82th Annual Awards),Duplicity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,125,"crime, romance, thriller",41215,10/03/2009
2009(82th Annual Awards),Easy Virtue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,97,"comedy, romance",16098,08/09/2008
2009(82th Annual Awards),The Eclipse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,88,"drama, horror, romance",2393,24/04/2009
2009(82th Annual Awards),An Education,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,7.3,100,drama,109906,18/01/2009
2009(82th Annual Awards),Everybody’s Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,99,"adventure, drama",48746,03/11/2009
2009(82th Annual Awards),Extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,92,"comedy, crime, romance",36747,04/09/2009
2009(82th Annual Awards),Fame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,107,"comedy, drama, musical, romance",13766,23/09/2009
2009(82th Annual Awards),Fantastic Mr. Fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,87,"animation, adventure, comedy, crime, family",133670,14/10/2009
2009(82th Annual Awards),Fast & Furious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,107,"action, crime, thriller",196088,12/03/2009
2009(82th Annual Awards),Fifty Dead Men Walking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,117,"drama, thriller",9414,10/09/2008
2009(82th Annual Awards),Fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,105,"action, drama, sport",27046,24/04/2009
2009(82th Annual Awards),The Final Destination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,82,"horror, thriller",72996,26/08/2009
2009(82th Annual Awards),Fired Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,90,comedy,36240,20/02/2009
2009(82th Annual Awards),(500) Days of Summer,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.8,95,"comedy, drama, romance",364793,17/01/2009
2009(82th Annual Awards),The Fourth Kind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,98,"mystery, sci_fi, thriller",61765,24/10/2009
2009(82th Annual Awards),Frankie & Alice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,101,"biography, drama",3521,17/05/2010
2009(82th Annual Awards),Free Style,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,94,drama,354,24/12/2008
2009(82th Annual Awards),Funny People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,146,"comedy, drama",99425,20/07/2009
2009(82th Annual Awards),Gamer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,95,"action, sci_fi, thriller",110995,03/09/2009
2009(82th Annual Awards),Gentlemen Broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,89,"adventure, comedy, sci_fi",8717,24/09/2009
2009(82th Annual Awards),Ghosts of Girlfriends Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,100,"comedy, fantasy, romance",65718,01/05/2009
2009(82th Annual Awards),Goodbye Solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,91,drama,4798,31/08/2008
2009(82th Annual Awards),The Goods: Live Hard * Sell Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,89,comedy,17530,14/08/2009
2009(82th Annual Awards),The Great Buck Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,90,"comedy, drama",11632,18/01/2008
2009(82th Annual Awards),The Hangover,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.8,100,comedy,567650,30/05/2009
2009(82th Annual Awards),Harry Potter and the Half-Blood Prince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,153,"adventure, family, fantasy, mystery",308183,06/07/2009
2009(82th Annual Awards),The Haunting in Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,92,"drama, horror, mystery, thriller",47930,27/03/2009
2009(82th Annual Awards),He’s Just Not That into You,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,129,"comedy, drama, romance",128786,24/01/2009
2009(82th Annual Awards),The Headless Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,87,"drama, mystery, thriller",2562,21/05/2008
2009(82th Annual Awards),Hotel for Dogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,100,"comedy, family",15728,15/01/2009
2009(82th Annual Awards),The Hurt Locker,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,7.6,131,"drama, history, thriller, war",321888,04/09/2008
2009(82th Annual Awards),"I Love You, Beth Cooper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,102,"comedy, romance",27284,10/07/2009
2009(82th Annual Awards),"I Love You, Man",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,105,"comedy, romance",162714,20/03/2009
2009(82th Annual Awards),Ice Age Dawn of the Dinosaurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,"animation, action, adventure, comedy, family",159522,01/07/2009
2009(82th Annual Awards),Il Divo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,110,"biography, drama",11111,23/05/2008
2009(82th Annual Awards),The Imaginarium of Doctor Parnassus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,123,"adventure, fantasy, mystery",124142,22/05/2009
2009(82th Annual Awards),Imagine That,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,107,"comedy, drama, family, fantasy",10098,12/06/2009
2009(82th Annual Awards),In the Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,106,comedy,43056,22/01/2009
2009(82th Annual Awards),The Informant!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,108,"comedy, crime, drama, thriller",51676,07/09/2009
2009(82th Annual Awards),Inglourious Basterds,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,8.3,153,"adventure, drama, war",846844,20/05/2009
